id,name,category,year,parts,img_link,set_link,raw_price,mean_price
40558-1,Clone Trooper Command Station,Star Wars,2022.0,66.0,/sets/40558-1/95751.jpg/180x180p.jpg,/sets/40558-1/clone-trooper-command-station/,"['\n$14.99\n', '\n$24.50\n', '\n$14.99\n', '\n$24.50\n']",19.74
5001709-1,Clone Trooper Lieutenant,Star Wars,2013.0,5.0,/sets/5001709-1/1993.jpg/180x180p.jpg,/sets/5001709-1/clone-trooper-lieutenant/,"['\n$27.76\n', '\n$27.76\n']",27.76
7655-1,Clone Troopers Battle Pack,Star Wars,2007.0,58.0,/sets/7655-1/76194.jpg/180x180p.jpg,/sets/7655-1/clone-troopers-battle-pack/,[],0.0
75000-1,Clone Troopers vs. Droidekas,Star Wars,2013.0,124.0,/sets/75000-1/2032.jpg/180x180p.jpg,/sets/75000-1/clone-troopers-vs-droidekas/,[],0.0
20006-1,Clone Turbo Tank,Star Wars,2008.0,64.0,/sets/20006-1/233.jpg/180x180p.jpg,/sets/20006-1/clone-turbo-tank/,[],0.0
8098-1,Clone Turbo Tank,Star Wars,2010.0,1145.0,/sets/8098-1/5970.jpg/180x180p.jpg,/sets/8098-1/clone-turbo-tank/,"['\n$450.00\n', '\n$284.10\n', '\n$450.00\n', '\n$284.10\n']",367.05
75028-1,Clone Turbo Tank,Star Wars,2014.0,96.0,/sets/75028-1/1640.jpg/180x180p.jpg,/sets/75028-1/clone-turbo-tank/,[],0.0
75151-1,Clone Turbo Tank,Star Wars,2016.0,903.0,/sets/75151-1/8065.jpg/180x180p.jpg,/sets/75151-1/clone-turbo-tank/,"['\n$274.70\n', '\n$274.70\n']",274.7
912176-1,Clone Turbo Tank,Star Wars,2021.0,57.0,/sets/912176-1/92622.jpg/180x180p.jpg,/sets/912176-1/clone-turbo-tank/,"['\n$8.50\n', '\n$3.80\n', '\n$8.50\n', '\n$3.80\n']",6.15
7261-1,Clone Turbo Tank [Light-Up Mace Windu],Star Wars,2005.0,810.0,/sets/7261-1/2488.jpg/180x180p.jpg,/sets/7261-1/clone-turbo-tank-light-up-mace-windu/,[],0.0
30006-1,Clone Walker,Star Wars,2009.0,31.0,/sets/30006-1/762.jpg/180x180p.jpg,/sets/30006-1/clone-walker/,"['\n$22.21\n', '\n$22.21\n']",22.21
8014-1,Clone Walker Battle Pack,Star Wars,2009.0,80.0,/sets/8014-1/9667.jpg/180x180p.jpg,/sets/8014-1/clone-walker-battle-pack/,[],0.0
COMCON001-1,Clone Wars Pack,Star Wars,2008.0,33.0,/sets/comcon001-1/9553.jpg/180x180p.jpg,/sets/COMCON001-1/clone-wars-pack/,[],0.0
10123-1,Cloud City,Star Wars > Ultimate Collector Series,2003.0,707.0,/sets/10123-1/85731.jpg/180x180p.jpg,/sets/10123-1/cloud-city/,[],0.0
75215-1,Cloud-Rider Swoop Bikes,Star Wars,2018.0,355.0,/sets/75215-1/10522.jpg/180x180p.jpg,/sets/75215-1/cloud-rider-swoop-bikes/,"['\n$44.99\n', '\n$53.10\n', '\n$44.99\n', '\n$53.10\n']",49.04
COMCON004-1,Collectible Display Set 1,Star Wars,2009.0,16.0,/sets/comcon004-1/14652.jpg/180x180p.jpg,/sets/COMCON004-1/collectible-display-set-1/,[],0.0
COMCON005-1,Collectible Display Set 2,Star Wars,2009.0,13.0,/sets/comcon005-1/12712.jpg/180x180p.jpg,/sets/COMCON005-1/collectible-display-set-2/,[],0.0
COMCON008-1,Collectible Display Set 3,Star Wars,2009.0,16.0,/sets/comcon008-1/6678.jpg/180x180p.jpg,/sets/COMCON008-1/collectible-display-set-3/,[],0.0
COMCON006-1,Collectible Display Set 4,Star Wars,2009.0,30.0,/sets/comcon006-1/12702.jpg/180x180p.jpg,/sets/COMCON006-1/collectible-display-set-4/,[],0.0
COMCON007-1,Collectible Display Set 5,Star Wars,2009.0,17.0,/sets/comcon007-1/3456.jpg/180x180p.jpg,/sets/COMCON007-1/collectible-display-set-5/,[],0.0
COMCON009-1,Collectible Display Set 6,Star Wars,2009.0,17.0,/sets/comcon009-1/17562.jpg/180x180p.jpg,/sets/COMCON009-1/collectible-display-set-6/,[],0.0
75015-1,Corporate Alliance Tank Droid,Star Wars,2013.0,271.0,/sets/75015-1/7011.jpg/180x180p.jpg,/sets/75015-1/corporate-alliance-tank-droid/,"['\n$123.96\n', '\n$123.96\n']",123.96
75046-1,Coruscant Police Gunship,Star Wars,2014.0,481.0,/sets/75046-1/9769.jpg/180x180p.jpg,/sets/75046-1/coruscant-police-gunship/,"['\n$142.05\n', '\n$142.05\n']",142.05
7752-1,Count Dooku's Solar Sailer,Star Wars,2009.0,385.0,/sets/7752-1/81762.jpg/180x180p.jpg,/sets/7752-1/count-dookus-solar-sailer/,"['\n$319.00\n', '\n$319.00\n']",319.0
SDCC2010-1,CubeDude - The Clone Wars Edition,Star Wars,2010.0,416.0,/sets/sdcc2010-1/85747.jpg/180x180p.jpg,/sets/SDCC2010-1/cubedude-the-clone-wars-edition/,[],0.0
75330-1,Dagobah Jedi Training Diorama,Star Wars,2022.0,1000.0,/sets/75330-1/100123.jpg/180x180p.jpg,/sets/75330-1/dagobah-jedi-training-diorama/,"['\n$699.95\n', '\n$69.95\n', '\n$89.99\n', '\n$92.60\n', '\n$699.95\n', '\n$69.95\n', '\n$89.99\n', '\n$92.60\n']",238.12
SDCC2015-2,Dagobah Mini-Build,Star Wars,2015.0,177.0,/sets/sdcc2015-2/71702.jpg/180x180p.jpg,/sets/SDCC2015-2/dagobah-mini-build/,[],0.0
75324-1,Dark Trooper Attack,Star Wars,2022.0,166.0,/sets/75324-1/98329.jpg/180x180p.jpg,/sets/75324-1/dark-trooper-attack/,"['\n$10.00\n', '\n$34.99\n', '\n$45.90\n', '\n$10.00\n', '\n$34.99\n', '\n$45.90\n']",30.3
75343-1,Dark Trooper Helmet,Star Wars,2022.0,693.0,/sets/75343-1/98376.jpg/180x180p.jpg,/sets/75343-1/dark-trooper-helmet/,"['\n$164.75\n', '\n$70.00\n', '\n$69.99\n', '\n$54.99\n', '\n$73.56\n', '\n$164.75\n', '\n$70.00\n', '\n$69.99\n', '\n$54.99\n', '\n$73.56\n']",86.66
10018-1,Darth Maul,Star Wars > Ultimate Collector Series,2001.0,1868.0,/sets/10018-1/6651.jpg/180x180p.jpg,/sets/10018-1/darth-maul/,"['\n$2,040.01\n', '\n$2,040.01\n']",2040.01
5000062-1,Darth Maul,Star Wars,2012.0,7.0,/sets/5000062-1/2159.jpg/180x180p.jpg,/sets/5000062-1/darth-maul/,"['\n$35.70\n', '\n$35.70\n']",35.7
75537-1,Darth Maul,Star Wars,2018.0,104.0,/sets/75537-1/9960.jpg/180x180p.jpg,/sets/75537-1/darth-maul/,"['\n$45.00\n', '\n$45.00\n']",45.0
912285-1,Darth Maul,Star Wars,2022.0,7.0,/sets/912285-1/104210.jpg/180x180p.jpg,/sets/912285-1/darth-maul/,"['\n$172.00\n', '\n$6.01\n', '\n$172.00\n', '\n$6.01\n']",89.0
COMCON019-1,Darth Maul's Mini Sith Infiltrator,Star Wars,2012.0,84.0,/sets/comcon019-1/8005.jpg/180x180p.jpg,/sets/COMCON019-1/darth-mauls-mini-sith-infiltrator/,[],0.0
7961-1,Darth Maul's Sith Infiltrator,Star Wars,2011.0,479.0,/sets/7961-1/49528.jpg/180x180p.jpg,/sets/7961-1/darth-mauls-sith-infiltrator/,"['\n$180.00\n', '\n$180.00\n']",180.0
912058-1,Darth Maul's Sith Infiltrator,Star Wars,2020.0,34.0,/sets/912058-1/55848.jpg/180x180p.jpg,/sets/912058-1/darth-mauls-sith-infiltrator/,"['\n$19.97\n', '\n$3.13\n', '\n$19.97\n', '\n$3.13\n']",11.55
5002123-1,Darth Revan,Star Wars,2014.0,7.0,/sets/5002123-1/11200.jpg/180x180p.jpg,/sets/5002123-1/darth-revan/,"['\n$375.00\n', '\n$375.00\n']",375.0
4547551-1,Darth Vader,Star Wars,2008.0,7.0,/sets/4547551-1/11514.jpg/180x180p.jpg,/sets/4547551-1/darth-vader/,[],0.0
75111-1,Darth Vader,Star Wars,2015.0,160.0,/sets/75111-1/7600.jpg/180x180p.jpg,/sets/75111-1/darth-vader/,"['\n$39.99\n', '\n$39.99\n']",39.99
75534-1,Darth Vader,Star Wars,2018.0,168.0,/sets/75534-1/1101.jpg/180x180p.jpg,/sets/75534-1/darth-vader/,"['\n$84.99\n', '\n$84.99\n']",84.99
5005376-1,Darth Vader,Star Wars,2018.0,37.0,/sets/5005376-1/26142.jpg/180x180p.jpg,/sets/5005376-1/darth-vader/,"['\n$25.75\n', '\n$25.75\n']",25.75
75304-1,Darth Vader,Star Wars,2021.0,834.0,/sets/75304-1/85224.jpg/180x180p.jpg,/sets/75304-1/darth-vader/,"['\n$59.99\n', '\n$79.99\n', '\n$85.71\n', '\n$59.99\n', '\n$79.99\n', '\n$85.71\n']",75.23
sw117promo-1,Darth Vader: 56. International Toy Fair Nuernberg,Star Wars,2005.0,4.0,/sets/sw117promo-1/14464.jpg/180x180p.jpg,/sets/sw117promo-1/darth-vader-56-international-toy-fair-nuernberg/,[],0.0
75227-1,Darth Vader Bust,Star Wars,2019.0,327.0,/sets/75227-1/17150.jpg/180x180p.jpg,/sets/75227-1/darth-vader-bust/,"['\n$125.00\n', '\n$149.37\n', '\n$125.00\n', '\n$149.37\n']",137.18
75296-1,Darth Vader Meditation Chamber,Star Wars,2021.0,663.0,/sets/75296-1/88670.jpg/180x180p.jpg,/sets/75296-1/darth-vader-meditation-chamber/,"['\n$69.99\n', '\n$76.49\n', '\n$69.99\n', '\n$76.50\n', '\n$69.99\n', '\n$76.49\n', '\n$69.99\n', '\n$76.50\n']",73.24
75251-1,Darth Vader's Castle,Star Wars,2018.0,1060.0,/sets/75251-1/14461.jpg/180x180p.jpg,/sets/75251-1/darth-vaders-castle/,"['\n$179.99\n', '\n$179.99\n', '\n$179.99\n', '\n$179.99\n']",179.99
TOYFAIR-1,Darth Vader - Toy Fair 2009 Invitation,Star Wars,2009.0,7.0,/nil.png/180x180p.png,/sets/TOYFAIR-1/darth-vader-toy-fair-2009-invitation/,[],0.0
7251-1,Darth Vader Transformation,Star Wars,2005.0,59.0,/sets/7251-1/9015.jpg/180x180p.jpg,/sets/7251-1/darth-vader-transformation/,[],0.0
75183-1,Darth Vader Transformation,Star Wars,2017.0,290.0,/sets/75183-1/4009.jpg/180x180p.jpg,/sets/75183-1/darth-vader-transformation/,"['\n$68.43\n', '\n$68.43\n']",68.43
75159-1,Death Star,Star Wars > Ultimate Collector Series,2016.0,4024.0,/sets/75159-1/34107.jpg/180x180p.jpg,/sets/75159-1/death-star/,[],0.0
75246-1,Death Star Cannon,Star Wars,2019.0,159.0,/sets/75246-1/19253.jpg/180x180p.jpg,/sets/75246-1/death-star-cannon/,"['\n$19.99\n', '\n$25.00\n', '\n$19.99\n', '\n$25.00\n']",22.49
75093-1,Death Star Final Duel,Star Wars,2015.0,724.0,/sets/75093-1/7537.jpg/180x180p.jpg,/sets/75093-1/death-star-final-duel/,"['\n$118.01\n', '\n$118.01\n']",118.01
75291-1,Death Star Final Duel,Star Wars,2020.0,775.0,/sets/75291-1/67357.jpg/180x180p.jpg,/sets/75291-1/death-star-final-duel/,"['\n$149.99\n', '\n$125.36\n', '\n$149.99\n', '\n$125.36\n']",137.68
10143-1,Death Star II,Star Wars > Ultimate Collector Series,2005.0,3461.0,/sets/10143-1/6291.jpg/180x180p.jpg,/sets/10143-1/death-star-ii/,[],0.0
40407-1,Death Star II Battle,Star Wars,2020.0,235.0,/sets/40407-1/71904.jpg/180x180p.jpg,/sets/40407-1/death-star-ii-battle/,"['\n$65.00\n', '\n$29.90\n', '\n$65.00\n', '\n$29.90\n']",47.45
75339-1,Death Star Trash Compactor Diorama,Star Wars,2022.0,802.0,/sets/75339-1/100113.jpg/180x180p.jpg,/sets/75339-1/death-star-trash-compactor-diorama/,"['\n$70.00\n ', '\n$89.99\n', '\n$82.14\n', '\n$139.00\n', '\n$70.00\n', '\n$89.99\n', '\n$82.14\n', '\n$139.00\n']",95.28
75329-1,Death Star Trench Run Diorama,Star Wars,2022.0,665.0,/sets/75329-1/100133.jpg/180x180p.jpg,/sets/75329-1/death-star-trench-run-diorama/,"['\n$52.88\n', '\n$69.99\n', '\n$90.00\n', '\n$52.88\n', '\n$69.99\n', '\n$90.00\n']",70.96
75034-1,Death Star Troopers,Star Wars,2014.0,100.0,/sets/75034-1/1302.jpg/180x180p.jpg,/sets/75034-1/death-star-troopers/,"['\n$40.16\n', '\n$40.16\n']",40.16
5005217-1,Death Star Ultimate Kit,Star Wars,2016.0,0.0,/sets/5005217-1/102417.jpg/180x180p.jpg,/sets/5005217-1/death-star-ultimate-kit/,[],0.0
40557-1,Defence of Hoth,Star Wars,2022.0,64.0,/sets/40557-1/95757.jpg/180x180p.jpg,/sets/40557-1/defence-of-hoth/,"['\n$19.97\n', '\n$14.99\n', '\n$25.08\n', '\n$19.97\n', '\n$14.99\n', '\n$25.08\n']",20.01
75202-1,Defense of Crait,Star Wars,2018.0,746.0,/sets/75202-1/16089.jpg/180x180p.jpg,/sets/75202-1/defense-of-crait/,"['\n$87.99\n', '\n$80.92\n', '\n$87.99\n', '\n$80.92\n']",84.46
7104-1,Desert Skiff,Star Wars,2000.0,55.0,/sets/7104-1/8471.jpg/180x180p.jpg,/sets/7104-1/desert-skiff/,[],0.0
9496-1,Desert Skiff,Star Wars,2012.0,220.0,/sets/9496-1/11987.jpg/180x180p.jpg,/sets/9496-1/desert-skiff/,"['\n$88.27\n', '\n$88.27\n']",88.27
75174-1,Desert Skiff Escape,Star Wars,2017.0,284.0,/sets/75174-1/2395.jpg/180x180p.jpg,/sets/75174-1/desert-skiff-escape/,"['\n$69.00\n', '\n$69.00\n']",69.0
6211760-1,Detention Block Rescue,Star Wars,2017.0,220.0,/sets/6211760-1/72130.jpg/180x180p.jpg,/sets/6211760-1/detention-block-rescue/,[],0.0
40298-1,DJ,Star Wars,2018.0,22.0,/sets/40298-1/2353.jpg/180x180p.jpg,/sets/40298-1/dj/,"['\n$7.99\n', '\n$7.99\n']",7.99
75278-1,D-O,Star Wars,2020.0,519.0,/sets/75278-1/66501.jpg/180x180p.jpg,/sets/75278-1/d-o/,"['\n$77.75\n', '\n$49.99\n', '\n$55.00\n', '\n$77.75\n', '\n$49.99\n']",62.1
75253-1,Droid Commander,Star Wars,2019.0,1177.0,/sets/75253-1/14290.jpg/180x180p.jpg,/sets/75253-1/droid-commander/,"['\n$175.00\n', '\n$250.00\n', '\n$175.00\n', '\n$250.00\n']",212.5
911840-1,Droideka,Star Wars,2018.0,24.0,/sets/911840-1/11395.jpg/180x180p.jpg,/sets/911840-1/droideka/,"['\n$3.70\n', '\n$3.70\n']",3.7
7106-1,Droid Escape,Star Wars,2001.0,45.0,/sets/7106-1/95246.jpg/180x180p.jpg,/sets/7106-1/droid-escape/,[],0.0
9490-1,Droid Escape,Star Wars,2012.0,137.0,/sets/9490-1/47197.jpg/180x180p.jpg,/sets/9490-1/droid-escape/,"['\n$45.00\n', '\n$45.00\n']",45.0
75136-1,Droid Escape Pod,Star Wars,2016.0,197.0,/sets/75136-1/33748.jpg/180x180p.jpg,/sets/75136-1/droid-escape-pod/,"['\n$33.01\n', '\n$33.01\n']",33.01
7111-1,Droid Fighter,Star Wars,1999.0,62.0,/sets/7111-1/93713.jpg/180x180p.jpg,/sets/7111-1/droid-fighter/,"['\n$36.93\n', '\n$36.93\n']",36.93
75042-1,Droid Gunship,Star Wars,2014.0,439.0,/sets/75042-1/167.jpg/180x180p.jpg,/sets/75042-1/droid-gunship/,[],0.0
911729-1,Droid Gunship,Star Wars,2017.0,25.0,/sets/911729-1/5366.jpg/180x180p.jpg,/sets/911729-1/droid-gunship/,"['\n$3.09\n', '\n$3.09\n']",3.09
75233-1,Droid Gunship,Star Wars,2019.0,389.0,/sets/75233-1/16419.jpg/180x180p.jpg,/sets/75233-1/droid-gunship/,"['\n$159.51\n', '\n$159.51\n']",159.51
7654-1,Droids Battle Pack,Star Wars,2007.0,102.0,/sets/7654-1/92434.jpg/180x180p.jpg,/sets/7654-1/droids-battle-pack/,"['\n$85.23\n', '\n$85.23\n']",85.23
7252-1,Droid Tri-Fighter,Star Wars,2005.0,148.0,/sets/7252-1/93698.jpg/180x180p.jpg,/sets/7252-1/droid-tri-fighter/,[],0.0
8086-1,Droid Tri-Fighter,Star Wars,2010.0,268.0,/sets/8086-1/2516.jpg/180x180p.jpg,/sets/8086-1/droid-tri-fighter/,"['\n$74.20\n', '\n$74.20\n']",74.2
75044-1,Droid Tri-Fighter,Star Wars,2014.0,262.0,/sets/75044-1/5721.jpg/180x180p.jpg,/sets/75044-1/droid-tri-fighter/,"['\n$113.64\n', '\n$113.64\n']",113.64
75017-1,Duel on Geonosis,Star Wars,2013.0,391.0,/sets/75017-1/7157.jpg/180x180p.jpg,/sets/75017-1/duel-on-geonosis/,"['\n$315.00\n', '\n$315.00\n']",315.0
75310-1,Duel on Mandalore,Star Wars,2021.0,147.0,/sets/75310-1/88971.jpg/180x180p.jpg,/sets/75310-1/duel-on-mandalore/,"['\n$19.97\n', '\n$19.99\n', '\n$19.99\n', '\n$13.00\n', '\n$34.90\n', '\n$19.97\n', '\n$19.99\n', '\n$19.99\n', '\n$13.00\n', '\n$34.90\n']",21.57
75269-1,Duel on Mustafar,Star Wars,2020.0,208.0,/sets/75269-1/17868.jpg/180x180p.jpg,/sets/75269-1/duel-on-mustafar/,"['\n$42.95\n', '\n$41.00\n', '\n$36.79\n', '\n$42.95\n', '\n$41.00\n', '\n$36.79\n']",40.25
75169-1,Duel on Naboo,Star Wars,2017.0,208.0,/sets/75169-1/11039.jpg/180x180p.jpg,/sets/75169-1/duel-on-naboo/,"['\n$89.90\n', '\n$89.90\n']",89.9
75236-1,Duel on Starkiller Base,Star Wars,2019.0,191.0,/sets/75236-1/21997.jpg/180x180p.jpg,/sets/75236-1/duel-on-starkiller-base/,"['\n$24.00\n', '\n$24.00\n']",24.0
911835-1,Dwarf Spider Droid,Star Wars,2018.0,23.0,/sets/911835-1/10244.jpg/180x180p.jpg,/sets/911835-1/dwarf-spider-droid/,"['\n$6.07\n', '\n$6.07\n']",6.07
75145-1,Eclipse Fighter,Star Wars,2016.0,363.0,/sets/75145-1/34072.jpg/180x180p.jpg,/sets/75145-1/eclipse-fighter/,"['\n$54.42\n', '\n$54.42\n']",54.42
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,Star Wars,2012.0,105.0,/sets/9488-1/47188.jpg/180x180p.jpg,/sets/9488-1/elite-clone-trooper-commando-droid-battle-pack/,[],0.0
75529-1,Elite Praetorian Guard,Star Wars,2017.0,92.0,/sets/75529-1/14437.jpg/180x180p.jpg,/sets/75529-1/elite-praetorian-guard/,"['\n$34.71\n', '\n$34.71\n']",34.71
912059-1,Elite Praetorian Guard,Star Wars,2020.0,7.0,/sets/912059-1/58536.jpg/180x180p.jpg,/sets/912059-1/elite-praetorian-guard/,"['\n$19.97\n', '\n$3.96\n', '\n$19.97\n', '\n$3.96\n']",11.96
75225-1,Elite Praetorian Guard Battle Pack,Star Wars,2019.0,109.0,/sets/75225-1/13861.jpg/180x180p.jpg,/sets/75225-1/elite-praetorian-guard-battle-pack/,"['\n$21.99\n', '\n$25.29\n', '\n$21.99\n', '\n$25.29\n']",23.64
75526-1,Elite TIE Fighter Pilot,Star Wars,2017.0,94.0,/sets/75526-1/5272.jpg/180x180p.jpg,/sets/75526-1/elite-tie-fighter-pilot/,[],0.0
912169-1,Emperor Palpatine,Star Wars,2021.0,7.0,/sets/912169-1/83337.jpg/180x180p.jpg,/sets/912169-1/emperor-palpatine/,"['\n$79.99\n', '\n$8.99\n', '\n$79.99\n', '\n$8.99\n']",44.49
8096-1,Emperor Palpatine's Shuttle,Star Wars,2010.0,592.0,/sets/8096-1/12713.jpg/180x180p.jpg,/sets/8096-1/emperor-palpatines-shuttle/,"['\n$147.76\n', '\n$147.76\n']",147.76
75148-1,Encounter on Jakku,Star Wars,2016.0,530.0,/sets/75148-1/32702.jpg/180x180p.jpg,/sets/75148-1/encounter-on-jakku/,"['\n$60.00\n', '\n$60.00\n']",60.0
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,Star Wars,2012.0,77.0,/sets/9489-1/46604.jpg/180x180p.jpg,/sets/9489-1/endor-rebel-trooper-imperial-trooper-battle-pack/,"['\n$35.80\n', '\n$35.80\n']",35.8
K4482-1,Episode II Final Scene Kit,Star Wars,2003.0,0.0,/sets/k4482-1/6510.jpg/180x180p.jpg,/sets/K4482-1/episode-ii-final-scene-kit/,[],0.0
65771-1,Episode III Collectors' Set,Star Wars,2005.0,2.0,/sets/65771-1/4703.jpg/180x180p.jpg,/sets/65771-1/episode-iii-collectors-set/,[],0.0
K7153-1,Episode II Ultimate Action Kit,Star Wars,2002.0,0.0,/sets/k7153-1/16167.jpg/180x180p.jpg,/sets/K7153-1/episode-ii-ultimate-action-kit/,[],0.0
75228-1,Escape Pod vs. Dewback Microfighters,Star Wars,2019.0,177.0,/sets/75228-1/17527.jpg/180x180p.jpg,/sets/75228-1/escape-pod-vs-dewback-microfighters/,"['\n$45.00\n', '\n$44.63\n', '\n$45.00\n', '\n$44.63\n']",44.82
6176782-1,Escape the Space Slug,Star Wars,2016.0,161.0,/sets/6176782-1/122.jpg/180x180p.jpg,/sets/6176782-1/escape-the-space-slug/,[],0.0
7139-1,Ewok Attack,Star Wars,2002.0,121.0,/sets/7139-1/91065.jpg/180x180p.jpg,/sets/7139-1/ewok-attack/,[],0.0
7956-1,Ewok Attack,Star Wars,2011.0,166.0,/sets/7956-1/49534.jpg/180x180p.jpg,/sets/7956-1/ewok-attack/,[],0.0
10236-1,Ewok Village,Star Wars > Ultimate Collector Series,2013.0,1990.0,/sets/10236-1/9304.jpg/180x180p.jpg,/sets/10236-1/ewok-village/,"['\n$630.00\n', '\n$630.00\n']",630.0
75090-2,Ezra's Speeder Bike [Original Version],Star Wars,2015.0,253.0,/sets/75090-2/37996.jpg/180x180p.jpg,/sets/75090-2/ezras-speeder-bike-original-version/,[],0.0
75090-1,Ezra's Speeder Bike [Redesigned Version],Star Wars,2015.0,267.0,/sets/75090-1/999.jpg/180x180p.jpg,/sets/75090-1/ezras-speeder-bike-redesigned-version/,"['\n$53.98\n', '\n$53.98\n']",53.98
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,Star Wars,2010.0,497.0,/sets/celebv-1/10956.jpg/180x180p.jpg,/sets/CELEBV-1/fan-celebration-v-cubedude-the-bounty-hunter-edition/,[],0.0
7200-1,Final Duel I,Star Wars,2002.0,32.0,/sets/7200-1/12565.jpg/180x180p.jpg,/sets/7200-1/final-duel-i/,"['\n$90.91\n', '\n$90.91\n']",90.91
7201-1,Final Duel II,Star Wars,2002.0,26.0,/sets/7201-1/3352.jpg/180x180p.jpg,/sets/7201-1/final-duel-ii/,"['\n$61.99\n', '\n$61.99\n']",61.99
75116-1,Finn,Star Wars,2016.0,98.0,/sets/75116-1/14328.jpg/180x180p.jpg,/sets/75116-1/finn/,"['\n$28.80\n', '\n$28.80\n']",28.8
911834-1,Finn,Star Wars,2018.0,5.0,/sets/911834-1/4663.jpg/180x180p.jpg,/sets/911834-1/finn/,"['\n$3.23\n', '\n$3.23\n']",3.23
30605-1,Finn (FN-2187),Star Wars,2016.0,6.0,/sets/30605-1/14666.jpg/180x180p.jpg,/sets/30605-1/finn-fn-2187/,"['\n$8.49\n', '\n$8.49\n']",8.49
75201-1,First Order AT-ST,Star Wars,2018.0,370.0,/sets/75201-1/505.jpg/180x180p.jpg,/sets/75201-1/first-order-at-st/,"['\n$74.96\n', '\n$32.00\n', '\n$74.96\n', '\n$32.00\n']",53.48
75132-1,First Order Battle Pack,Star Wars,2016.0,88.0,/sets/75132-1/35052.jpg/180x180p.jpg,/sets/75132-1/first-order-battle-pack/,"['\n$18.00\n', '\n$18.00\n']",18.0
5004406-1,First Order General,Star Wars,2016.0,4.0,/sets/5004406-1/32243.jpg/180x180p.jpg,/sets/5004406-1/first-order-general/,"['\n$4.49\n', '\n$4.49\n']",4.49
75189-1,First Order Heavy Assault Walker,Star Wars,2017.0,1376.0,/sets/75189-1/5263.jpg/180x180p.jpg,/sets/75189-1/first-order-heavy-assault-walker/,"['\n$178.51\n', '\n$178.51\n']",178.51
30497-1,First Order Heavy Assault Walker,Star Wars,2017.0,54.0,/sets/30497-1/15981.jpg/180x180p.jpg,/sets/30497-1/first-order-heavy-assault-walker/,"['\n$6.95\n', '\n$6.95\n']",6.95
75177-1,First Order Heavy Scout Walker,Star Wars,2017.0,554.0,/sets/75177-1/19156.jpg/180x180p.jpg,/sets/75177-1/first-order-heavy-scout-walker/,"['\n$58.85\n', '\n$58.85\n']",58.85
911953-1,First Order SF TIE Fighter,Star Wars,2019.0,32.0,/sets/911953-1/16323.jpg/180x180p.jpg,/sets/911953-1/first-order-sf-tie-fighter/,"['\n$3.09\n', '\n$3.09\n']",3.09
75100-1,First Order Snowspeeder,Star Wars,2015.0,444.0,/sets/75100-1/7548.jpg/180x180p.jpg,/sets/75100-1/first-order-snowspeeder/,"['\n$47.82\n', '\n$47.82\n']",47.82
75126-1,First Order Snowspeeder,Star Wars,2016.0,91.0,/sets/75126-1/9574.jpg/180x180p.jpg,/sets/75126-1/first-order-snowspeeder/,"['\n$12.99\n', '\n$12.99\n']",12.99
911728-1,First Order Snowspeeder,Star Wars,2017.0,44.0,/sets/911728-1/5562.jpg/180x180p.jpg,/sets/911728-1/first-order-snowspeeder/,"['\n$3.09\n', '\n$3.09\n']",3.09
30276-1,First Order Special Forces TIE Fighter,Star Wars,2015.0,41.0,/sets/30276-1/13399.jpg/180x180p.jpg,/sets/30276-1/first-order-special-forces-tie-fighter/,"['\n$6.00\n', '\n$6.00\n']",6.0
75197-1,First Order Specialists Battle Pack,Star Wars,2018.0,108.0,/sets/75197-1/489.jpg/180x180p.jpg,/sets/75197-1/first-order-specialists-battle-pack/,"['\n$37.95\n', '\n$29.80\n', '\n$37.95\n', '\n$29.80\n']",33.88
30277-1,First Order Star Destroyer,Star Wars,2016.0,56.0,/sets/30277-1/701.jpg/180x180p.jpg,/sets/30277-1/first-order-star-destroyer/,[],0.0
75190-1,First Order Star Destroyer,Star Wars,2017.0,1416.0,/sets/75190-1/3000.jpg/180x180p.jpg,/sets/75190-1/first-order-star-destroyer/,"['\n$210.23\n', '\n$210.23\n']",210.23
30602-1,First Order Stormtrooper,Star Wars,2016.0,7.0,/sets/30602-1/32713.jpg/180x180p.jpg,/sets/30602-1/first-order-stormtrooper/,"['\n$14.00\n', '\n$14.00\n']",14.0
75114-1,First Order Stormtrooper,Star Wars,2016.0,81.0,/sets/75114-1/6895.jpg/180x180p.jpg,/sets/75114-1/first-order-stormtrooper/,"['\n$38.99\n', '\n$38.99\n']",38.99
911951-1,First Order Stormtrooper,Star Wars,2019.0,5.0,/sets/911951-1/88297.jpg/180x180p.jpg,/sets/911951-1/first-order-stormtrooper/,"['\n$5.45\n', '\n$5.45\n']",5.45
75194-1,First Order TIE Fighter Microfighter,Star Wars,2018.0,91.0,/sets/75194-1/465.jpg/180x180p.jpg,/sets/75194-1/first-order-tie-fighter-microfighter/,"['\n$13.63\n', '\n$13.63\n']",13.63
75103-1,First Order Transporter,Star Wars,2015.0,792.0,/sets/75103-1/7552.jpg/180x180p.jpg,/sets/75103-1/first-order-transporter/,"['\n$183.91\n', '\n$183.91\n']",183.91
7124-1,Flash Speeder,Star Wars,2000.0,107.0,/sets/7124-1/16096.jpg/180x180p.jpg,/sets/7124-1/flash-speeder/,[],0.0
